Hotel,Review,Rating,Rating Category
The Scarlet Singapore,Great friendly staff.,8.0,Positive
The Scarlet Singapore,"Staff very friendly.  Room was nice but a bit small...for me.  Room seemed to be next to a road, so I heard traffic noise.  Very nice amenities in the room.",9.0,Positive
The Scarlet Singapore,"Staff were very helpful.  Booking taxi's, giving help and guidance etc
Décor was nice.
Rooms, although a bit small, but I'm told that's Singapore, were very clean and the beds were great.
Excellent top up of the freebees in the rooms fridge etc",8.0,Positive
The Scarlet Singapore,The location was perfect for us to explore China Town. We were even able to walk to Gardens On the Bay and Super Tree Grove. Maxwell Hawker Centre is just across the road. Although the room was small it was clean and very comfortable. Lovely staff. We will stay here again when we return to Singapore.,9.0,Positive
The Scarlet Singapore,Staff and location,7.0,Positive
The Scarlet Singapore,"Proximity to food and pubs, excellent service staff",9.0,Positive
The Scarlet Singapore,Great location- charming building and good staff.,9.0,Positive
The Scarlet Singapore,Location very convenient,8.0,Positive
The Scarlet Singapore,The location right near Maxwell train station and China Town.,8.0,Positive
The Scarlet Singapore,"Staff were excellent, location is decent",7.0,Positive
The Scarlet Singapore,"Loved the furnishings 
Loved all bar food and drink included",9.0,Positive
The Scarlet Singapore,"Quirky , worth getting a room with balcony. Good location near Maxwel metro and Hawker Food Court. Minibar (with some beers!) was free and refilled each day.",8.0,Positive
The Scarlet Singapore,Great location and very friendly and helpful staff,7.0,Positive
The Scarlet Singapore,Comfortable beds,8.0,Positive
The Scarlet Singapore,"Because of an airline cancellation, I was forced to book an extra night stay in Singapore and really happy I chose Scarlet Singapore. Staff were very helpful, access to the minibar as well as a free bottle of wine. Hotel has a rooftop bar which was great. Hotel is in walking distance to the marina.",9.0,Positive
The Scarlet Singapore,Staff,8.0,Positive
The Scarlet Singapore,"The staff were excellent; so friendly and helpful. The location is across the road and about 100m from the train station. Staying in Chinatown means access to that neighbourhood for great food and fun vibe. Sure, the rooms are a bit small, but hey, look at how reasonably priced the hotel is. Today when we left after our four night stay we kept our luggage there all day and came back around 6pm for a shower before heading to the airport. In the room there is a complimentary bottle of wine awaiting you AND the bar fridge gets replenished each day free of charge. This place! It’s fantastic value for money. The folks who complain about things might not have done much travel.",8.0,Positive
The Scarlet Singapore,Coolest interior. Nice people. Good location.,8.0,Positive
The Scarlet Singapore,Very near to Chinatown and nearby places,7.0,Positive
The Scarlet Singapore,Central location especially next to amazing food hall with many local cuisine options. Trains and bus stations nearby.,8.0,Positive
The Scarlet Singapore,Location is very convenient in central Chinatown,8.0,Positive
The Scarlet Singapore,Great location- charming building and good staff.,9.0,Positive
The Scarlet Singapore,Location very convenient,8.0,Positive
The Scarlet Singapore,The location right near Maxwell train station and China Town.,8.0,Positive
The Scarlet Singapore,"Staff were excellent, location is decent",7.0,Positive
The Scarlet Singapore,"Loved the furnishings 
Loved all bar food and drink included",9.0,Positive
The Scarlet Singapore,"Quirky , worth getting a room with balcony. Good location near Maxwel metro and Hawker Food Court. Minibar (with some beers!) was free and refilled each day.",8.0,Positive
The Scarlet Singapore,Great location and very friendly and helpful staff,7.0,Positive
The Scarlet Singapore,Comfortable beds,8.0,Positive
The Scarlet Singapore,"Because of an airline cancellation, I was forced to book an extra night stay in Singapore and really happy I chose Scarlet Singapore. Staff were very helpful, access to the minibar as well as a free bottle of wine. Hotel has a rooftop bar which was great. Hotel is in walking distance to the marina.",9.0,Positive
The Scarlet Singapore,Staff,8.0,Positive
The Scarlet Singapore,"The staff were excellent; so friendly and helpful. The location is across the road and about 100m from the train station. Staying in Chinatown means access to that neighbourhood for great food and fun vibe. Sure, the rooms are a bit small, but hey, look at how reasonably priced the hotel is. Today when we left after our four night stay we kept our luggage there all day and came back around 6pm for a shower before heading to the airport. In the room there is a complimentary bottle of wine awaiting you AND the bar fridge gets replenished each day free of charge. This place! It’s fantastic value for money. The folks who complain about things might not have done much travel.",8.0,Positive
The Scarlet Singapore,Coolest interior. Nice people. Good location.,8.0,Positive
The Scarlet Singapore,Very near to Chinatown and nearby places,7.0,Positive
The Scarlet Singapore,Central location especially next to amazing food hall with many local cuisine options. Trains and bus stations nearby.,8.0,Positive
The Scarlet Singapore,Location is very convenient in central Chinatown,8.0,Positive
The Scarlet Singapore,"Great location in Chinatown, right beside Maxwell MRT station so easy to get around city. Funky decor and red corridors, lovely building. Friendly staff.",9.0,Positive
The Scarlet Singapore,Reception staff were excellent,7.0,Positive
The Scarlet Singapore,"Great location, near the MRT and brilliant Hawker food. staff were extremely helpful and we were upgraded to a bigger room as we'd requested twin share and they originally gave us a queen bed room.  They held our bags for us and let us have a shower after a long day out in the city before flying. Was so welcome, staff go the extra mile.",9.0,Positive
The Scarlet Singapore,"Great friendly service, clean comfortable rooms",9.0,Positive
The Scarlet Singapore,Staff & location,9.0,Positive
The Scarlet Singapore,It has character and style,8.0,Positive
The Scarlet Singapore,"Staff especially at front desk,always helpful 
& knowledgeable. Ideally situated for Chinatown & tube station.",9.0,Positive
The Scarlet Singapore,"Clean, spacious rooms with modern amenities, nice beds, helpful and friendly staff, close to multiple MRT stations and in the heart of Chinatown -- great location.",9.0,Positive
The Scarlet Singapore,Central location and friendly and helpful staff,7.0,Positive
The Scarlet Singapore,The staff were lovely. Couldn't have been more helpful.,9.0,Positive
The Scarlet Singapore,"The staff were excellent; so friendly and helpful. The location is across the road and about 100m from the train station. Staying in Chinatown means access to that neighbourhood for great food and fun vibe. Sure, the rooms are a bit small, but hey, look at how reasonably priced the hotel is. Today when we left after our four night stay we kept our luggage there all day and came back around 6pm for a shower before heading to the airport. In the room there is a complimentary bottle of wine awaiting you AND the bar fridge gets replenished each day free of charge. This place! It’s fantastic value for money. The folks who complain about things might not have done much travel.",8.0,Positive
The Scarlet Singapore,Coolest interior. Nice people. Good location.,8.0,Positive
The Scarlet Singapore,Very near to Chinatown and nearby places,7.0,Positive
The Scarlet Singapore,Central location especially next to amazing food hall with many local cuisine options. Trains and bus stations nearby.,8.0,Positive
The Scarlet Singapore,Location is very convenient in central Chinatown,8.0,Positive
The Scarlet Singapore,"Great location in Chinatown, right beside Maxwell MRT station so easy to get around city. Funky decor and red corridors, lovely building. Friendly staff.",9.0,Positive
The Scarlet Singapore,Reception staff were excellent,7.0,Positive
The Scarlet Singapore,"Great location, near the MRT and brilliant Hawker food. staff were extremely helpful and we were upgraded to a bigger room as we'd requested twin share and they originally gave us a queen bed room.  They held our bags for us and let us have a shower after a long day out in the city before flying. Was so welcome, staff go the extra mile.",9.0,Positive
The Scarlet Singapore,"Great friendly service, clean comfortable rooms",9.0,Positive
The Scarlet Singapore,Staff & location,9.0,Positive
The Scarlet Singapore,It has character and style,8.0,Positive
The Scarlet Singapore,"Staff especially at front desk,always helpful 
& knowledgeable. Ideally situated for Chinatown & tube station.",9.0,Positive
The Scarlet Singapore,"Clean, spacious rooms with modern amenities, nice beds, helpful and friendly staff, close to multiple MRT stations and in the heart of Chinatown -- great location.",9.0,Positive
The Scarlet Singapore,Central location and friendly and helpful staff,7.0,Positive
The Scarlet Singapore,The staff were lovely. Couldn't have been more helpful.,9.0,Positive
The Scarlet Singapore,"Delightful hotel in a quiet street of Chinatown, I.e. a good location to start exploring Singapore, and very comfortable beds. The staff is impeccable. The interior of the hotel is stylish.",8.0,Positive
The Scarlet Singapore,"Great location for MRT, Maxwell Food Centre, Chinatown and shops and restaurants. Comfortable, clean and quiet rooms.",8.0,Positive
The Scarlet Singapore,Location,9.0,Positive
The Scarlet Singapore,Very clean and GREAT location. Comfy bed and free water/snacks!,7.0,Positive
The Scarlet Singapore,location,9.0,Positive
The Scarlet Singapore,Boutique hotel in great location. Very helpful staff.,9.0,Positive
The Scarlet Singapore,"Free mini bar, larger room with patio",8.0,Positive
The Scarlet Singapore,"Great location and comfortable bed.
Staff are welcoming.",7.0,Positive
The Scarlet Singapore,The staff are extremely professional and helpful!,7.0,Positive
The Scarlet Singapore,Nice staff,8.0,Positive
The Scarlet Singapore,It has character and style,8.0,Positive
The Scarlet Singapore,"Staff especially at front desk,always helpful 
& knowledgeable. Ideally situated for Chinatown & tube station.",9.0,Positive
The Scarlet Singapore,"Clean, spacious rooms with modern amenities, nice beds, helpful and friendly staff, close to multiple MRT stations and in the heart of Chinatown -- great location.",9.0,Positive
The Scarlet Singapore,Central location and friendly and helpful staff,7.0,Positive
The Scarlet Singapore,The staff were lovely. Couldn't have been more helpful.,9.0,Positive
The Scarlet Singapore,"Delightful hotel in a quiet street of Chinatown, I.e. a good location to start exploring Singapore, and very comfortable beds. The staff is impeccable. The interior of the hotel is stylish.",8.0,Positive
The Scarlet Singapore,"Great location for MRT, Maxwell Food Centre, Chinatown and shops and restaurants. Comfortable, clean and quiet rooms.",8.0,Positive
The Scarlet Singapore,Location,9.0,Positive
The Scarlet Singapore,Very clean and GREAT location. Comfy bed and free water/snacks!,7.0,Positive
The Scarlet Singapore,location,9.0,Positive
The Scarlet Singapore,Boutique hotel in great location. Very helpful staff.,9.0,Positive
The Scarlet Singapore,"Free mini bar, larger room with patio",8.0,Positive
The Scarlet Singapore,"Great location and comfortable bed.
Staff are welcoming.",7.0,Positive
The Scarlet Singapore,The staff are extremely professional and helpful!,7.0,Positive
The Scarlet Singapore,Nice staff,8.0,Positive
The Scarlet Singapore,"Location was good right in China Town and 2 minutes from the metro.
Staff very nice and helpful.
Mini bar decently stocked every day and bathroom accessories good.
Balcony was nice though it overlooked a car park!",7.0,Positive
The Scarlet Singapore,"Pretty place, cozy and large rooms. Wonderful location as well!",9.0,Positive
The Scarlet Singapore,Beautifully decorated old hotel in the heart of Chinatown. At the hotel staff were helpful and responsive. Free minibar which was a nice touch. There is a lovely rooftop bar. Clean room with great shower.,9.0,Positive
The Scarlet Singapore,"The room was not large but fine for our use and it was very clean. The bathroom was excellent.
Location was excellent - markets, restaurants and public transport were all close by.
The staff were very pleasant and helpful.
Being able to check in a bit early and then leave our bags after we had checked out was very much appreciated.",9.0,Positive
The Scarlet Singapore,"Location was great - close to Chinatown eateries, temples and historical areas which is why we chose it.  All food and drink in the room were included in the room cost.  Staff were helpful and attentive and room was clean and well equipped. Balcony was a bonus and added to the small size of the room.  It had everything you needed but was cramped.",7.0,Positive
The Scarlet Singapore,very helpful front desk staff,9.0,Positive
The Scarlet Singapore,location is convenient to reach many restaurants,8.0,Positive
The Scarlet Singapore,Location is amazing and the area felt safe,8.0,Positive
The Scarlet Singapore,Comfortable and friendly with bags of character,9.0,Positive
The Scarlet Singapore,Personel is very kind. Excellent location.,7.0,Positive
The Scarlet Singapore,Boutique hotel in great location. Very helpful staff.,9.0,Positive
The Scarlet Singapore,"Free mini bar, larger room with patio",8.0,Positive
The Scarlet Singapore,"Great location and comfortable bed.
Staff are welcoming.",7.0,Positive
The Scarlet Singapore,The staff are extremely professional and helpful!,7.0,Positive
The Scarlet Singapore,Nice staff,8.0,Positive
The Scarlet Singapore,"Location was good right in China Town and 2 minutes from the metro.
Staff very nice and helpful.
Mini bar decently stocked every day and bathroom accessories good.
Balcony was nice though it overlooked a car park!",7.0,Positive
The Scarlet Singapore,"Pretty place, cozy and large rooms. Wonderful location as well!",9.0,Positive
The Scarlet Singapore,Beautifully decorated old hotel in the heart of Chinatown. At the hotel staff were helpful and responsive. Free minibar which was a nice touch. There is a lovely rooftop bar. Clean room with great shower.,9.0,Positive
The Scarlet Singapore,"The room was not large but fine for our use and it was very clean. The bathroom was excellent.
Location was excellent - markets, restaurants and public transport were all close by.
The staff were very pleasant and helpful.
Being able to check in a bit early and then leave our bags after we had checked out was very much appreciated.",9.0,Positive
The Scarlet Singapore,"Location was great - close to Chinatown eateries, temples and historical areas which is why we chose it.  All food and drink in the room were included in the room cost.  Staff were helpful and attentive and room was clean and well equipped. Balcony was a bonus and added to the small size of the room.  It had everything you needed but was cramped.",7.0,Positive
The Scarlet Singapore,very helpful front desk staff,9.0,Positive
The Scarlet Singapore,location is convenient to reach many restaurants,8.0,Positive
The Scarlet Singapore,Location is amazing and the area felt safe,8.0,Positive
The Scarlet Singapore,Comfortable and friendly with bags of character,9.0,Positive
The Scarlet Singapore,Personel is very kind. Excellent location.,7.0,Positive
The Scarlet Singapore,"rooms clean mini bar included , location very good station very close ,",8.0,Positive
The Scarlet Singapore,Closeness to MRT and local food market.,9.0,Positive
The Scarlet Singapore,"Really beautiful looked after hotel in Chinatown.
Really close to the Maxwell MRT Stn Exit 2 and to the Maxwell Food Store hawker stalls.
You will appreciate the design of the rooms and you will love the neighbourhood.",9.0,Positive
The Scarlet Singapore,The location.,8.0,Positive
The Scarlet Singapore,clean cozy environment,7.0,Positive
The Scarlet Singapore,"Great location in Chinatown, historically interesting building that makes a change from the standard hotel chains. Very helpful staff",7.0,Positive
The Scarlet Singapore,"Excellent location, extremely friendly and helpful staff, quiet rooms towards the backyard, comfortable beds, complementary minibar, clean rooms and bathrooms.",9.0,Positive
The Scarlet Singapore,Great service,8.0,Positive
The Scarlet Singapore,"Staff were excellent and good facilities, especially the complementary minibar",8.0,Positive
The Scarlet Singapore,"Location was great right next to the Maxwell MRT station and the Chinese temple. Chinatown across the road. if you like Hawker food then the Maxwell centre is nearby too. 
During my stay I had a problem with a vibration in my room the staff sorted it out within 10 minutes saying that it was a problem with some metal ductwork. All very efficient!! 
However it didn’t fix it long term and it started up again. Once again the staff acted immediately and I was offered another room for the next two days which was an upgrade. All in all it’s a place I would be happy to stay again. Thankyou.",8.0,Positive
The Scarlet Singapore,very helpful front desk staff,9.0,Positive
The Scarlet Singapore,location is convenient to reach many restaurants,8.0,Positive
The Scarlet Singapore,Location is amazing and the area felt safe,8.0,Positive
The Scarlet Singapore,Comfortable and friendly with bags of character,9.0,Positive
The Scarlet Singapore,Personel is very kind. Excellent location.,7.0,Positive
The Scarlet Singapore,"rooms clean mini bar included , location very good station very close ,",8.0,Positive
The Scarlet Singapore,Closeness to MRT and local food market.,9.0,Positive
The Scarlet Singapore,"Really beautiful looked after hotel in Chinatown.
Really close to the Maxwell MRT Stn Exit 2 and to the Maxwell Food Store hawker stalls.
You will appreciate the design of the rooms and you will love the neighbourhood.",9.0,Positive
The Scarlet Singapore,The location.,8.0,Positive
The Scarlet Singapore,clean cozy environment,7.0,Positive
The Scarlet Singapore,"Great location in Chinatown, historically interesting building that makes a change from the standard hotel chains. Very helpful staff",7.0,Positive
The Scarlet Singapore,"Excellent location, extremely friendly and helpful staff, quiet rooms towards the backyard, comfortable beds, complementary minibar, clean rooms and bathrooms.",9.0,Positive
The Scarlet Singapore,Great service,8.0,Positive
The Scarlet Singapore,"Staff were excellent and good facilities, especially the complementary minibar",8.0,Positive
The Scarlet Singapore,"Location was great right next to the Maxwell MRT station and the Chinese temple. Chinatown across the road. if you like Hawker food then the Maxwell centre is nearby too. 
During my stay I had a problem with a vibration in my room the staff sorted it out within 10 minutes saying that it was a problem with some metal ductwork. All very efficient!! 
However it didn’t fix it long term and it started up again. Once again the staff acted immediately and I was offered another room for the next two days which was an upgrade. All in all it’s a place I would be happy to stay again. Thankyou.",8.0,Positive
The Scarlet Singapore,"Staffs are very friendly and efficiently, they are excellent!
Room facilities are sufficient and comfortable.",7.0,Positive
The Scarlet Singapore,"Very good location. Close to Maxwell MRT, Food Centre and Chinatown makes it a very convenient place. Room is clean and comfortable. I decided not to have breakfast at the hotel as there are plenty of food options close by.",7.0,Positive
The Scarlet Singapore,Great location near China Town and temple sites.,9.0,Positive
The Scarlet Singapore,"Whats not to like about velvet chairs and decadent furnishing. I was here by myself for a week and then my husband and son (age 5) turned up. Then hotel were kind enough to put a free cot in our room. Make sure to get a street view balcony. The view isn't ""great"" but the ability to throw open the door and have an extra ""room"" is too good. Also loved the roof top bar and easy to walk to lovely places for brekkie. Chinatown is a stone's throw and Maxwell station is opposite. Very convenient location",9.0,Positive
The Scarlet Singapore,Very tasty,8.0,Positive
The Scarlet Singapore,Location and staff were absolutely fantastic.  The bed was comfortable,9.0,Positive
The Scarlet Singapore,Location in Chinatown great  close to Metro and Maxwell Centre    great to be able to go back several hours after check out to retrieve our luggage and have a shower,9.0,Positive
The Scarlet Singapore,"Helpful and friendly staff, location in China town, free mini bar",9.0,Positive
The Scarlet Singapore,location,9.0,Positive
The Scarlet Singapore,"The hotel is very central, 2 minutes away from Chinatown, two SMRT stations are reachable within 2-10 minutes walk. The reception showed us much, where to go etc. We had a very nice stay.",9.0,Positive
Yotel Singapore Orchard Road,Location was great! Room and bed was comfortable enough for 1-2 pax. Breakfast was alright.,9.0,Positive
Yotel Singapore Orchard Road,Very minimalistic and basic,7.0,Positive
Yotel Singapore Orchard Road,"Nice breakfast, many options to choose from, well staffed keeping it tidy.",7.0,Positive
Yotel Singapore Orchard Road,The location was excellent (bus & metro stops and a lot of shopping centres very near) and everything was very clean. The pool area was pretty. Staff were very helpful.,9.0,Positive
Yotel Singapore Orchard Road,"Very central, near metro",9.0,Positive
Yotel Singapore Orchard Road,The location and the staff at restaurant. View from the toilet is good too.,7.0,Positive
Yotel Singapore Orchard Road,"Staff, cleanliness, quiet, and location in a central business location. Robots deliver tea, towels and water. If you opt out of daily housekeeping, you receive a juice voucher. Nice swimming pool to chill out. The optometrist downstairs does a complementary check up of your glasses.",9.0,Positive
Yotel Singapore Orchard Road,Location,8.0,Positive
Yotel Singapore Orchard Road,"Comfortable bed and friendly staff, good location close to MRT and shopping center",8.0,Positive
Yotel Singapore Orchard Road,"Futuristic Design: Yotel's futuristic design is a standout feature. The hotel embraces a modern, space-age aesthetic that adds a unique and visually appealing touch to the overall ambiance. The use of technology in the design elements creates a sleek and contemporary atmosphere.
Smart Room Configurations: The utilization of space in the rooms is commendable. Yotel Singapore adopts a compact yet functional approach, with smartly designed rooms that maximize efficiency without compromising comfort. The adjustable SmartBed and multifunctional furniture are innovative additions.
Self-Service Check-in: The self-service check-in kiosks provide a hassle-free and efficient arrival experience. It's a time-saving feature that caters to guests who prefer a more independent check-in process.
Prime Location: Yotel Singapore boasts a prime location in the heart of the city, providing easy access to popular attractions, shopping districts, and public transportation. The central location is a significant plus for both business and leisure travelers.
Tech-Driven Amenities: The hotel embraces technology with in-room automation, allowing guests to control various aspects of the room environment using a tablet. This tech-savvy approach adds a modern and convenient touch to the stay.",8.0,Positive
Yotel Singapore Orchard Road,Nice location and view was beautiful.,8.0,Positive
Yotel Singapore Orchard Road,Nice location.,8.0,Positive
Yotel Singapore Orchard Road,Close to the orchard road shops,7.0,Positive
Yotel Singapore Orchard Road,"We love this hotel! We stayed here four years ago when we were going through Singapore on a family holiday and booked it again this time due to the location, brilliant views, connecting rooms and cleanliness. While the rooms are small, it has everything you need and is close to the Metro, shopping centre and a Star Bucks. The check in process was easy and the staff were helpful. As an added touch, it was my birthday when we stayed and the hotel staff delivered a handwritten card as well as a box of donuts to our room. We will definitely stay here again on our next trip to Singapore.",9.0,Positive
Yotel Singapore Orchard Road,Amazing location and super comfortable beds! The room has everything you need. Nice bathroom.,8.0,Positive
Yotel Singapore Orchard Road,"The room was as described. Great for a close family of three. Not as spacious as first thought but was manageable. Great location. Walking distance to local supermarkets and Seven 11 shops. Breakfast was great. Lots of variety between fresh fruit, hot meals and ready to go items like yoghurt tubs.",8.0,Positive
Yotel Singapore Orchard Road,Location,8.0,Positive
Yotel Singapore Orchard Road,"I loved the location, very easy 2minute stroll to orchard rd and excpectional access to all transport. 
Staff friendly on check in
Great facilities and the hotel and area  felt very safe for solo travellers.",9.0,Positive
Yotel Singapore Orchard Road,Clean and modern with modern facilities,7.0,Positive
Yotel Singapore Orchard Road,Robot delivery!,7.0,Positive
Yotel Singapore Orchard Road,Location and cleanliness,9.0,Positive
Yotel Singapore Orchard Road,The location and cleaning,9.0,Positive
Yotel Singapore Orchard Road,Location,7.0,Positive
Yotel Singapore Orchard Road,lovley to swim in the pool and good location. staff seemed frustrated at helping people with the check in,7.0,Positive
Yotel Singapore Orchard Road,"Great location in the heart of Orchard Rd, close to MRT, modern decor and building.",8.0,Positive
Yotel Singapore Orchard Road,Nice location and view was beautiful.,8.0,Positive
Yotel Singapore Orchard Road,Nice location.,8.0,Positive
Yotel Singapore Orchard Road,Close to the orchard road shops,7.0,Positive
Yotel Singapore Orchard Road,"We love this hotel! We stayed here four years ago when we were going through Singapore on a family holiday and booked it again this time due to the location, brilliant views, connecting rooms and cleanliness. While the rooms are small, it has everything you need and is close to the Metro, shopping centre and a Star Bucks. The check in process was easy and the staff were helpful. As an added touch, it was my birthday when we stayed and the hotel staff delivered a handwritten card as well as a box of donuts to our room. We will definitely stay here again on our next trip to Singapore.",9.0,Positive
Yotel Singapore Orchard Road,Amazing location and super comfortable beds! The room has everything you need. Nice bathroom.,8.0,Positive
Yotel Singapore Orchard Road,"The room was as described. Great for a close family of three. Not as spacious as first thought but was manageable. Great location. Walking distance to local supermarkets and Seven 11 shops. Breakfast was great. Lots of variety between fresh fruit, hot meals and ready to go items like yoghurt tubs.",8.0,Positive
Yotel Singapore Orchard Road,Location,8.0,Positive
Yotel Singapore Orchard Road,"I loved the location, very easy 2minute stroll to orchard rd and excpectional access to all transport. 
Staff friendly on check in
Great facilities and the hotel and area  felt very safe for solo travellers.",9.0,Positive
Yotel Singapore Orchard Road,Clean and modern with modern facilities,7.0,Positive
Yotel Singapore Orchard Road,Robot delivery!,7.0,Positive
Yotel Singapore Orchard Road,Location and cleanliness,9.0,Positive
Yotel Singapore Orchard Road,The location and cleaning,9.0,Positive
Yotel Singapore Orchard Road,Location,7.0,Positive
Yotel Singapore Orchard Road,lovley to swim in the pool and good location. staff seemed frustrated at helping people with the check in,7.0,Positive
Yotel Singapore Orchard Road,"Great location in the heart of Orchard Rd, close to MRT, modern decor and building.",8.0,Positive
Yotel Singapore Orchard Road,There is a lovely pool and that makes all the difference for a hotel in the center. The location is fab: Orchard Road is a good start for a touristing day.,7.0,Positive
Yotel Singapore Orchard Road,"futuristic and modern design. Bed can be elevated, clean room and good amenities available in the room.",8.0,Positive
Yotel Singapore Orchard Road,It was very modern and good location. Good for one night. Bed was very comfortable,8.0,Positive
Yotel Singapore Orchard Road,Good location in the “hotel district” on Orchard Road. Amazing views from cool rooms.,8.0,Positive
Yotel Singapore Orchard Road,The hotel is very clean.,8.0,Positive
Yotel Singapore Orchard Road,New hip morden design gives the hotel a really cool vibe. Staffs are friendly and helpful. Quite near centrum and has a lot shopping options around the corner. Great view from my bathroom on floor 25.,9.0,Positive
Yotel Singapore Orchard Road,"The location, the excellent housekeeping, honest and clean. The easy check out system. We LOvE the bed… high quality mattress",8.0,Positive
Yotel Singapore Orchard Road,"Great technology, fancy bed with buttons to adjust for sitting up. Lots of free bottles of water.",8.0,Positive
Yotel Singapore Orchard Road,Compact rooms but the hotel was well located and had all the facilities we needed.  Staff were very helpful.  We had most evening meals in the hotel and the food was good with loads for breakfast.  Made use of gym but not pool.  Would definitely use this hotel for future trips to Singapore.,8.0,Positive
Yotel Singapore Orchard Road,The concept and style was my clever and efficient! Excellent location and check in was a breeze! Overall value for money!,9.0,Positive
Yotel Singapore Orchard Road,Location and cleanliness,9.0,Positive
Yotel Singapore Orchard Road,The location and cleaning,9.0,Positive
Yotel Singapore Orchard Road,Location,7.0,Positive
Yotel Singapore Orchard Road,lovley to swim in the pool and good location. staff seemed frustrated at helping people with the check in,7.0,Positive
Yotel Singapore Orchard Road,"Great location in the heart of Orchard Rd, close to MRT, modern decor and building.",8.0,Positive
Yotel Singapore Orchard Road,There is a lovely pool and that makes all the difference for a hotel in the center. The location is fab: Orchard Road is a good start for a touristing day.,7.0,Positive
Yotel Singapore Orchard Road,"futuristic and modern design. Bed can be elevated, clean room and good amenities available in the room.",8.0,Positive
Yotel Singapore Orchard Road,It was very modern and good location. Good for one night. Bed was very comfortable,8.0,Positive
Yotel Singapore Orchard Road,Good location in the “hotel district” on Orchard Road. Amazing views from cool rooms.,8.0,Positive
Yotel Singapore Orchard Road,The hotel is very clean.,8.0,Positive
Yotel Singapore Orchard Road,New hip morden design gives the hotel a really cool vibe. Staffs are friendly and helpful. Quite near centrum and has a lot shopping options around the corner. Great view from my bathroom on floor 25.,9.0,Positive
Yotel Singapore Orchard Road,"The location, the excellent housekeeping, honest and clean. The easy check out system. We LOvE the bed… high quality mattress",8.0,Positive
Yotel Singapore Orchard Road,"Great technology, fancy bed with buttons to adjust for sitting up. Lots of free bottles of water.",8.0,Positive
Yotel Singapore Orchard Road,Compact rooms but the hotel was well located and had all the facilities we needed.  Staff were very helpful.  We had most evening meals in the hotel and the food was good with loads for breakfast.  Made use of gym but not pool.  Would definitely use this hotel for future trips to Singapore.,8.0,Positive
Yotel Singapore Orchard Road,The concept and style was my clever and efficient! Excellent location and check in was a breeze! Overall value for money!,9.0,Positive
Yotel Singapore Orchard Road,Location was perfect for us,9.0,Positive
Yotel Singapore Orchard Road,"Great location, right smack in the Orchard district. Basically, you come out of the hotel and are in the middle of the shopping district. Or, hop in the metro for a short ride to Newton food center.
Had a room on the 14th floor and a great view from there. You get used to the fact that the entire bathroom wall is the outside pane of glass. Just keep that in mind at night. But it does provide for a wonderful view.",7.0,Positive
Yotel Singapore Orchard Road,The location,9.0,Positive
Yotel Singapore Orchard Road,"Location
Clean
Staff",8.0,Positive
Yotel Singapore Orchard Road,Location cleanliness,8.0,Positive
Yotel Singapore Orchard Road,Located near ion and many other malls. Walking distance to several eateries.,8.0,Positive
Yotel Singapore Orchard Road,"great location, good gym, cool room, nice breakfast",8.0,Positive
Yotel Singapore Orchard Road,Pls provide option of 2 single beds,8.0,Positive
Yotel Singapore Orchard Road,The hot l bed sheets were spectacular and soft with great big fluffy pillows,7.0,Positive
Yotel Singapore Orchard Road,The property is very central. Nice pool. Rooms are very clean and view of  surroundings. Close to orchard station.,9.0,Positive
Yotel Singapore Orchard Road,New hip morden design gives the hotel a really cool vibe. Staffs are friendly and helpful. Quite near centrum and has a lot shopping options around the corner. Great view from my bathroom on floor 25.,9.0,Positive
Yotel Singapore Orchard Road,"The location, the excellent housekeeping, honest and clean. The easy check out system. We LOvE the bed… high quality mattress",8.0,Positive
Yotel Singapore Orchard Road,"Great technology, fancy bed with buttons to adjust for sitting up. Lots of free bottles of water.",8.0,Positive
Yotel Singapore Orchard Road,Compact rooms but the hotel was well located and had all the facilities we needed.  Staff were very helpful.  We had most evening meals in the hotel and the food was good with loads for breakfast.  Made use of gym but not pool.  Would definitely use this hotel for future trips to Singapore.,8.0,Positive
Yotel Singapore Orchard Road,The concept and style was my clever and efficient! Excellent location and check in was a breeze! Overall value for money!,9.0,Positive
Yotel Singapore Orchard Road,Location was perfect for us,9.0,Positive
Yotel Singapore Orchard Road,"Great location, right smack in the Orchard district. Basically, you come out of the hotel and are in the middle of the shopping district. Or, hop in the metro for a short ride to Newton food center.
Had a room on the 14th floor and a great view from there. You get used to the fact that the entire bathroom wall is the outside pane of glass. Just keep that in mind at night. But it does provide for a wonderful view.",7.0,Positive
Yotel Singapore Orchard Road,The location,9.0,Positive
Yotel Singapore Orchard Road,"Location
Clean
Staff",8.0,Positive
Yotel Singapore Orchard Road,Location cleanliness,8.0,Positive
Yotel Singapore Orchard Road,Located near ion and many other malls. Walking distance to several eateries.,8.0,Positive
Yotel Singapore Orchard Road,"great location, good gym, cool room, nice breakfast",8.0,Positive
Yotel Singapore Orchard Road,Pls provide option of 2 single beds,8.0,Positive
Yotel Singapore Orchard Road,The hot l bed sheets were spectacular and soft with great big fluffy pillows,7.0,Positive
Yotel Singapore Orchard Road,The property is very central. Nice pool. Rooms are very clean and view of  surroundings. Close to orchard station.,9.0,Positive
Yotel Singapore Orchard Road,Perfect location in the city center. Room is good size with great view. Enough power outlets to charge all my gizmos. Helpful and friendly staff.,7.0,Positive
Yotel Singapore Orchard Road,Functional and practical,9.0,Positive
Yotel Singapore Orchard Road,Lots of options,9.0,Positive
